Environment,Prior,Obs_Index,Mean_EIG,CI_95
hyperbolic_temporal_discount,True,0,0.07646437728732675,0.010938565778054108
hyperbolic_temporal_discount,True,1,0.06886313382953606,0.015843360312966723
hyperbolic_temporal_discount,True,3,0.07218483567568415,0.01247099599875025
hyperbolic_temporal_discount,True,5,0.09413428614523693,0.1211087826656728
hyperbolic_temporal_discount,True,7,0.024163820921813944,0.02878084474909319
hyperbolic_temporal_discount,False,0,3.8167615889066115e-05,0.0009899430250571927
hyperbolic_temporal_discount,False,1,0.07638063271562125,0.0069121844868313695
hyperbolic_temporal_discount,False,3,0.020785188932784495,0.038500419036349036
hyperbolic_temporal_discount,False,5,0.021221426147568168,0.02155019860590871
hyperbolic_temporal_discount,False,7,0.005750699264834449,0.010843112476040914
location_finding,True,0,0.0,0.0
location_finding,True,1,0.0,0.0
location_finding,True,3,0.0,0.0
location_finding,True,5,0.0,0.0
location_finding,True,7,0.0,0.0
location_finding,False,0,0.0,0.0
location_finding,False,1,0.0,0.0
location_finding,False,3,0.0,0.0
location_finding,False,5,0.0,0.0
location_finding,False,7,0.0,0.0
death_process,True,0,0.03776786053255422,0.0011237745170218818
death_process,True,1,0.04311693250333161,0.018889216623282908
death_process,True,3,0.009450214252401478,0.003898871323096334
death_process,True,5,0.004973788602997741,0.0017223091012430855
death_process,True,7,0.0029813838318632534,0.0007796588805199427
death_process,False,0,0.003912851936542975,0.00016607560506169417
death_process,False,1,0.07431229197457041,0.06004440289193028
death_process,False,3,0.015506430157081188,0.008677858237636869
death_process,False,5,0.0073258990510929,0.0025723693320534907
death_process,False,7,0.00450409151938462,0.001402502584699076
irt,True,0,0.12770889750772846,0.011914688159844656
irt,True,1,0.12266480780466542,0.014596816461986807
irt,True,3,0.11510183345012906,0.01076561848051786
irt,True,5,0.10663303803613308,0.004759198709275656
irt,True,7,0.10527258720661838,0.01714973598709965
irt,False,0,0.11910405141817074,0.00853940407689577
irt,False,1,0.1274226607830083,0.014462928358879397
irt,False,3,0.11692740894414877,0.019969512905718925
irt,False,5,0.11283294849709112,0.038340995621770534
irt,False,7,0.12516899420002203,0.01844477285326174
dugongs,True,0,1.0604397751711767,0.04809184568350609
dugongs,True,1,1.1795525980331196,0.08457567778366026
dugongs,True,3,0.3038709717426199,0.0776829291191063
dugongs,True,5,0.11908276327678521,0.019710292766529854
dugongs,True,7,0.10976824575339973,0.04670276092210656
dugongs,False,0,1.3209308427179893,0.06273630114496412
dugongs,False,1,0.8319905199501033,0.2754228054448161
dugongs,False,3,0.45558248333225104,0.2733107624153209
dugongs,False,5,0.14250522994255554,0.07413660259457612
dugongs,False,7,0.10112666048664384,0.036618006970490134
survival,True,0,0.19726550114112656,0.05620487458285455
survival,True,1,0.1352382881872377,0.08506614070994124
survival,True,3,0.1807267948296723,0.0913185695513872
survival,True,5,0.10540845052824672,0.0830366424819261
survival,True,7,0.06708383562493656,0.07521261651467634
survival,False,0,0.1951604238168685,0.053813421683923765
survival,False,1,0.14542941835541356,0.026336619940904915
survival,False,3,0.15896469630435578,0.07882063303711839
survival,False,5,0.06711293379122953,0.07387781873613906
survival,False,7,0.07793329436735053,0.0513039490986321
peregrines,True,0,2.400618842129728,0.06131395243099115
peregrines,True,1,0.8899246914502318,0.027081784461051882
peregrines,True,3,0.23857614966051197,0.09404155245321019
peregrines,True,5,0.2195473525283935,0.0633330002899766
peregrines,True,7,0.14184895117969218,0.033901273915184806
peregrines,False,0,2.358792742248237,0.0667361928041691
peregrines,False,1,0.5156253039699286,0.17656846243804633
peregrines,False,3,0.30911618144150893,0.2088578598875652
peregrines,False,5,0.22296278834902866,0.09772290582397274
peregrines,False,7,0.14708341255753604,0.040612936962613776
morals,True,0,0.03354379610847938,0.019359499369809116
morals,True,1,0.017358435233707316,0.01638683793467882
morals,True,3,0.009319813109891733,0.012713579440588083
morals,True,5,-5.757033787662351e-05,0.014329904429139038
morals,True,7,0.008647886260600026,0.015320630963782582
emotion,True,0,0.4253581651783816,0.022185146169336874
emotion,True,1,0.5459275852568702,0.2425519555702342
emotion,True,3,-0.2427617383442477,0.7176886565336668
emotion,True,5,-0.2851030757109374,0.548169500725857
emotion,True,7,-3.4799031738678186,6.4495627011199606
